2025/01/10 19:24:41.028, 24.78 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:26:19.795, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:19.799, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:20.835, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:20.838, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:21.874, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:21.877, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:22.912, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:22.916, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:23.951, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:23.954, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:24.991, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:24.994, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:26.030, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:26.033, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:27.070, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:27.073, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:28.110, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:28.114, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:29.149, 34.46 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 19:26:29.152, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:30.189, 94.01 W, 1 %, 1251 MiB, 16384 MiB
2025/01/10 19:26:30.192, 26.86 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:31.228, 34.22 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:31.232, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:32.267, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:32.270, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:33.306, 30.84 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:33.310, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:34.346, 30.58 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:34.350, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:35.384, 30.82 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:35.387, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:36.425, 30.59 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:36.428, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:37.465, 30.58 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:37.468, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:38.504, 30.84 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:38.507, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:39.543, 30.82 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:39.549, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:40.583, 30.82 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:40.587, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:41.623, 30.82 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:41.626, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:42.663, 30.58 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:42.667, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:43.702, 34.68 W, 1 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:43.706, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:44.743, 34.19 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:44.747, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:45.782, 34.22 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:45.786, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:46.820, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:46.824, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:47.861, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:47.864, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:48.900, 34.44 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:48.903, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:49.939, 34.22 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:49.942, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:50.978, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:50.984, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:52.019, 34.19 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:52.024, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:53.060, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:53.064, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:54.099, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:54.102, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:55.137, 34.22 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:55.142, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:56.177, 34.70 W, 26 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:56.182, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:57.217, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:57.221, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:58.256, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:58.261, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:26:59.296, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:26:59.300, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:00.335, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:00.339, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:01.374, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:01.379, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:02.414, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:02.418, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:03.452, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:03.457, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:04.493, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:04.497, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:05.531, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:05.536, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:06.571, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:06.576, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:07.611, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:07.615, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:08.650, 91.18 W, 100 %, 1253 MiB, 16384 MiB
2025/01/10 19:27:08.654, 26.86 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:09.689, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:09.694, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:10.729, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:10.732, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:11.767, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:11.770, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:12.805, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:12.809, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:13.844, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:13.847, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:14.883, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:14.886, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:15.923, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:15.926, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:16.962, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:16.966, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:18.001, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:18.006, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:19.041, 34.46 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:19.045, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:20.080, 30.84 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 19:27:20.085, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:21.120, 34.70 W, 20 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:21.124, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:22.158, 34.44 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:22.163, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:23.200, 34.46 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:23.204, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:24.239, 34.46 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:24.244, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:25.279, 34.46 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:25.282, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:26.317, 34.46 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:26.320, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:27.357, 34.46 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:27.360, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:28.400, 34.46 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:28.403, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:29.441, 34.46 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:29.444, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:27:30.480, 34.46 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 19:27:30.484, 26.88 W, 0 %, 7 MiB, 16384 MiB
