2025/01/10 23:13:31.241, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 23:13:46.846, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:47.883, 33.73 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:47.886, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:48.923, 33.97 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:48.927, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:49.967, 34.46 W, 68 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:49.970, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:51.014, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:51.018, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:52.057, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:52.063, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:53.104, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:53.108, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:54.145, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:54.148, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:55.185, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:55.188, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:56.224, 34.70 W, 63 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:56.228, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:57.263, 34.22 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:57.266, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:58.301, 34.22 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:58.305, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:13:59.341, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:13:59.345, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:00.381, 34.22 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:00.384, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:01.420, 34.22 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:01.423, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:02.460, 34.46 W, 17 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:02.463, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:03.499, 34.22 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:03.502, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:04.541, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:04.544, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:05.587, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:05.590, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:06.630, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:06.634, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:07.670, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:07.674, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:08.709, 35.89 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:08.712, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:09.748, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:09.751, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:10.784, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:10.787, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:11.823, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:11.827, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:12.863, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:12.866, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:13.903, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:13.906, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:14.941, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:14.944, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:15.981, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:15.984, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:17.023, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:17.027, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:18.064, 34.22 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:18.067, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:19.106, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:19.109, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:20.148, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:20.151, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:21.188, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:21.191, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:22.228, 34.70 W, 85 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:22.231, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:23.267, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:23.270, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:24.306, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:24.309, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:25.344, 30.84 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:25.347, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:26.383, 30.84 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:26.386, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:27.423, 30.59 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:27.426, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:28.462, 30.59 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:28.465, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:29.502, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:29.506, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:30.541, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:30.545, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:31.581, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:31.584, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:32.619, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:32.622, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:33.658, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:33.662, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:34.698, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:34.701, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:35.737, 34.46 W, 18 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:35.740, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:36.777, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:36.780, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:37.816, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:37.819, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:38.854, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:38.857, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:39.893, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:39.897, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:40.931, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:40.934, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:41.973, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:41.977, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:43.015, 87.38 W, 17 %, 2839 MiB, 16384 MiB
2025/01/10 23:14:43.019, 26.86 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:44.054, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:44.058, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:45.098, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:45.102, 27.12 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:46.140, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:46.143, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:47.178, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:47.181, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:48.219, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:48.222, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:49.259, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:49.262, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:50.297, 34.46 W, 12 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:50.301, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:51.337, 34.68 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:51.340, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:52.376, 34.68 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:52.379, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:53.414, 34.68 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:53.418, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:54.455, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:54.460, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:55.495, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:55.499, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:56.534, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:56.538, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:57.574, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:57.578, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:58.614, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:58.617, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:14:59.653, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:14:59.656, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:00.692, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:00.695, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:01.732, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:01.735, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:02.773, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:02.776, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:03.811, 34.94 W, 85 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:03.814, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:04.849, 34.68 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:04.852, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:05.889, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:05.892, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:06.929, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:06.932, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:07.968, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:07.971, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:09.009, 34.70 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:09.012, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:10.046, 30.59 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:10.049, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:11.086, 33.73 W, 0 %, 2829 MiB, 16384 MiB
2025/01/10 23:15:11.090, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:12.126, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:12.129, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:13.167, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:13.170, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:14.206, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:14.209, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:15.245, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:15.250, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:16.285, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:16.289, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:17.324, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:17.327, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:18.363, 34.46 W, 9 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:18.367, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:19.404, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:19.408, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:20.443, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:20.447, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:21.482, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:21.485, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:22.522, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:22.525, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:23.562, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:23.565, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:24.602, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:24.606, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:25.642, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:25.645, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:26.681, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:26.685, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:27.720, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:27.724, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:28.761, 34.44 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:28.764, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:29.800, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:29.804, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:30.839, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:30.842, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:31.878, 34.94 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:31.881, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:32.918, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:32.921, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:33.957, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:33.961, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:34.997, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:35.001, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:36.036, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:36.040, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:37.079, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:37.082, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:38.119, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:38.122, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:39.156, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:39.160, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:40.195, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:40.199, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:41.235, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:41.239, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:42.273, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:42.277, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:43.313, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:43.317, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:44.354, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:44.357, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:45.394, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:45.398, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:46.433, 83.57 W, 0 %, 2843 MiB, 16384 MiB
2025/01/10 23:15:46.436, 26.86 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:47.478, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:47.481, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:48.515, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:48.519, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:49.554, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:49.558, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:50.596, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:50.599, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:51.637, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:51.640, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:52.675, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:52.678, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:53.714, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:53.717, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:54.754, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:54.757, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:55.795, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:55.798, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:56.835, 30.84 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:56.838, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:57.875, 30.84 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:57.879, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:58.917, 30.84 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:58.920, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:15:59.958, 30.84 W, 12 %, 2815 MiB, 16384 MiB
2025/01/10 23:15:59.965, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:01.001, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:01.006, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:02.043, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:02.046, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:03.084, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:03.088, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:04.123, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:04.127, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:05.164, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:05.167, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:06.204, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:06.207, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:07.243, 34.46 W, 72 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:07.246, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:08.281, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:08.284, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:09.318, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:09.321, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:10.360, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:10.364, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:11.402, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:11.405, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:12.441, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:12.445, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:13.482, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:13.485, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:14.521, 34.46 W, 15 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:14.524, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:15.560, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:15.563, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:16.600, 34.22 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:16.603, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:17.639, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:17.643, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:18.678, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:18.682, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:19.718, 34.46 W, 0 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:19.721, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 23:16:20.757, 34.46 W, 17 %, 2815 MiB, 16384 MiB
2025/01/10 23:16:20.761, 26.88 W, 0 %, 7 MiB, 16384 MiB
