2025/01/10 19:33:41.946, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:41.950, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:42.987, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:42.990, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:44.026, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:44.030, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:45.068, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:45.072, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:46.103, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:46.106, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:47.141, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:47.145, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:48.180, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:48.184, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:49.219, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:49.222, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:50.261, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:50.264, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:51.303, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:51.306, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:52.342, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:52.345, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:53.381, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:53.385, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:54.422, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:54.426, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:55.462, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:55.466, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:56.501, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:56.505, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:57.543, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:57.546, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:58.584, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:58.588, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:59.626, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:33:59.629, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:00.665, 25.25 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:00.669, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:01.705, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:01.708, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:02.746, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:02.749, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:03.788, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:03.791, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:04.832, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:04.835, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:05.872, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:05.875, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:06.913, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:06.916, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:07.954, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:07.957, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:08.996, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:08.999, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:10.037, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:10.041, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:11.080, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:11.083, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:12.121, 25.01 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:12.124, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:13.161, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:13.165, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:14.203, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:14.206, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:15.243, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:15.249, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:16.287, 25.26 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:16.291, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:17.330, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:17.333, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:18.372, 25.01 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:18.376, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:19.413, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:19.417, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:20.454, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:20.458, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:21.496, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:21.499, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:22.537, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:22.541, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:23.579, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:23.582, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:24.620, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:24.623, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:25.662, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:25.665, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:26.704, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:26.707, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:27.750, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:27.753, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:28.792, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:28.795, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:29.833, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:29.837, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:30.876, 25.25 W, 0 %, 5 MiB, 16384 MiB
