2025/01/10 19:33:41.946, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:30.880, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:31.919, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:31.923, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:32.962, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:32.966, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:34.006, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:34.009, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:35.050, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:35.053, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:36.093, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:36.097, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:37.138, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:37.141, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:38.178, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:38.182, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:39.219, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:39.223, 27.12 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:40.262, 25.01 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:40.266, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:41.303, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:41.306, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:42.350, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:42.353, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:43.393, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:43.396, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:44.435, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:44.439, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:45.478, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:45.482, 27.13 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:46.518, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:46.522, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:47.558, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:47.561, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:48.599, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:48.602, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:49.641, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:49.645, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:50.685, 25.02 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:50.688, 26.88 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 19:34:51.750, 25.02 W, 0 %, 15 MiB, 16384 MiB
2025/01/10 19:34:51.754, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:34:52.794, 34.46 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:34:52.797, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:34:53.837, 34.46 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:34:53.841, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:34:54.879, 34.46 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:34:54.882, 27.13 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:34:55.921, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:34:55.925, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:34:56.963, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:34:56.968, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:34:58.008, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:34:58.011, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:34:59.050, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:34:59.054, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:00.094, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:00.098, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:01.136, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:01.139, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:02.178, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:02.181, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:03.221, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:03.224, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:04.265, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:04.268, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:05.309, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:05.312, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:06.352, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:06.355, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:07.396, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:07.399, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:08.439, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:08.443, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:09.482, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:09.486, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:10.523, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:10.527, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:11.567, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:11.570, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:12.608, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:12.612, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:13.650, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:13.654, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:14.694, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:14.697, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:15.737, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:15.741, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:16.780, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:16.783, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:17.822, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:17.825, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:18.865, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:18.871, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:19.911, 30.58 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:19.914, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:20.954, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:20.957, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:21.996, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:22.000, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:23.038, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:23.041, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:24.083, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:24.088, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:25.127, 30.58 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:25.130, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:26.171, 30.58 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:26.175, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:27.214, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:27.217, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:28.257, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:28.260, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:29.298, 30.58 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:29.301, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:30.340, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:30.343, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:31.383, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:31.387, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:32.424, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:32.427, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:33.465, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:33.468, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:34.504, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:34.507, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:35.544, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:35.548, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:36.587, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:36.590, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:37.627, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:37.631, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:38.668, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:38.674, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:39.714, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:39.718, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:40.758, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:40.762, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:41.800, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:41.804, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:42.841, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:42.844, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:43.879, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:43.882, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:44.922, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:44.926, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:45.964, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:45.969, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:47.008, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:47.011, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:48.049, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:48.052, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:49.091, 30.58 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:49.094, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:50.132, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:50.135, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:51.173, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:51.176, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:52.214, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:52.217, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:53.257, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:53.260, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:54.299, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:54.303, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:55.343, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:55.346, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:56.384, 34.44 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:56.388, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:57.425, 34.46 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:57.428, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:58.466, 34.46 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:58.469, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:35:59.508, 30.58 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:35:59.511, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:00.550, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:00.554, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:01.592, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:01.598, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:02.639, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:02.643, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:03.681, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:03.684, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:04.721, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:04.725, 26.88 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:05.762, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:05.766, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:06.804, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:06.807, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:07.845, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:07.848, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:08.887, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:08.891, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:09.929, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:09.932, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:10.973, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:10.976, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:12.015, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:12.019, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:13.056, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:13.059, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:14.095, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:14.099, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:15.137, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:15.140, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:16.179, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:16.185, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:17.225, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:17.228, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:18.267, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:18.271, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:19.311, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:19.314, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:20.354, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:20.357, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:21.395, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:21.398, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:22.437, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:22.441, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:23.480, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:23.483, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:24.521, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:24.524, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:25.562, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:25.566, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:26.603, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:26.606, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:27.645, 30.58 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:27.648, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:28.689, 30.82 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:28.692, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:29.733, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:29.737, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:30.775, 30.59 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:30.778, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:31.818, 30.58 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:31.821, 26.64 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 19:36:32.861, 30.84 W, 0 %, 1195 MiB, 16384 MiB
2025/01/10 19:36:32.864, 26.64 W, 0 %, 7 MiB, 16384 MiB
