2025/01/10 14:34:44.255, 25.27 W, 0 %, 5 MiB, 16384 MiB
2025/01/10 14:35:05.077, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:06.114, 89.25 W, 62 %, 1249 MiB, 16384 MiB
2025/01/10 14:35:06.117, 27.33 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:07.152, 34.68 W, 0 %, 1197 MiB, 16384 MiB
2025/01/10 14:35:07.155, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:08.191, 34.70 W, 0 %, 1197 MiB, 16384 MiB
2025/01/10 14:35:08.194, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:09.232, 34.70 W, 0 %, 1197 MiB, 16384 MiB
2025/01/10 14:35:09.236, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:10.271, 34.68 W, 0 %, 1197 MiB, 16384 MiB
2025/01/10 14:35:10.274, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:11.312, 89.50 W, 100 %, 1249 MiB, 16384 MiB
2025/01/10 14:35:11.315, 27.57 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:12.350, 34.92 W, 0 %, 1197 MiB, 16384 MiB
2025/01/10 14:35:12.353, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:13.391, 34.68 W, 0 %, 1197 MiB, 16384 MiB
2025/01/10 14:35:13.394, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:14.431, 34.44 W, 0 %, 1197 MiB, 16384 MiB
2025/01/10 14:35:14.434, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:15.472, 34.68 W, 0 %, 1197 MiB, 16384 MiB
2025/01/10 14:35:15.476, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:16.512, 34.92 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:16.516, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:17.552, 34.92 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:17.555, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:18.592, 34.70 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:18.596, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:19.631, 34.70 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:19.635, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:20.672, 34.70 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:20.675, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:21.713, 34.92 W, 30 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:21.720, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:22.757, 34.68 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:22.760, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:23.796, 34.68 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:23.799, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:24.835, 34.68 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:24.839, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:25.873, 49.63 W, 100 %, 1225 MiB, 16384 MiB
2025/01/10 14:35:25.877, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:26.915, 34.70 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:26.919, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:27.955, 34.68 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:27.958, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:28.995, 34.70 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:28.998, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:30.035, 91.42 W, 78 %, 1251 MiB, 16384 MiB
2025/01/10 14:35:30.038, 27.57 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:31.074, 34.92 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:31.077, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:32.114, 34.92 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:32.117, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:33.154, 34.92 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:33.158, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:34.195, 34.68 W, 0 %, 1199 MiB, 16384 MiB
2025/01/10 14:35:34.198, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:35.234, 34.70 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:35.238, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:36.275, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:36.278, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:37.314, 31.30 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:37.317, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:38.354, 31.06 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:38.357, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:39.392, 58.73 W, 100 %, 1227 MiB, 16384 MiB
2025/01/10 14:35:39.396, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:40.434, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:40.437, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:41.472, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:41.475, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:42.511, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:42.514, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:43.550, 88.10 W, 34 %, 1253 MiB, 16384 MiB
2025/01/10 14:35:43.554, 27.33 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:44.589, 34.92 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:44.592, 27.36 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:45.628, 34.94 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:45.632, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:46.670, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:46.675, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:47.713, 87.14 W, 0 %, 1253 MiB, 16384 MiB
2025/01/10 14:35:47.720, 27.57 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:48.757, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:48.761, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:49.797, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:49.801, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:50.837, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:50.841, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:51.877, 34.68 W, 0 %, 1201 MiB, 16384 MiB
2025/01/10 14:35:51.881, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:52.917, 34.92 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:35:52.920, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:53.957, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:35:53.961, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:54.997, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:35:55.000, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:56.036, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:35:56.039, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:57.077, 35.41 W, 100 %, 1231 MiB, 16384 MiB
2025/01/10 14:35:57.080, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:58.119, 34.92 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:35:58.122, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:35:59.159, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:35:59.162, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:00.201, 34.92 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:00.205, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:01.240, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:01.244, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:02.280, 34.92 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:02.283, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:03.322, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:03.326, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:04.363, 34.92 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:04.366, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:05.404, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:05.407, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:06.445, 34.92 W, 83 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:06.451, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:07.487, 34.92 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:07.494, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:08.529, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:08.532, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:09.570, 34.68 W, 0 %, 1205 MiB, 16384 MiB
2025/01/10 14:36:09.573, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:10.609, 90.70 W, 26 %, 1257 MiB, 16384 MiB
2025/01/10 14:36:10.613, 27.57 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:11.647, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:11.651, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:12.688, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:12.691, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:13.727, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:13.731, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:14.767, 34.94 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:14.770, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:15.806, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:15.809, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:16.857, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:16.861, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:17.902, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:17.905, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:18.942, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:18.945, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:19.981, 93.10 W, 21 %, 1259 MiB, 16384 MiB
2025/01/10 14:36:19.984, 27.57 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:21.020, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:21.024, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:22.059, 34.94 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:22.063, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:23.098, 31.30 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:23.102, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:24.138, 31.06 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:24.141, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:25.177, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:25.180, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:26.218, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:26.223, 27.61 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:27.260, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:27.267, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:28.302, 34.92 W, 0 %, 1207 MiB, 16384 MiB
2025/01/10 14:36:28.305, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:29.343, 35.16 W, 1 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:29.346, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:30.382, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:30.385, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:31.420, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:31.424, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:32.459, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:32.462, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:33.498, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:33.501, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:34.539, 35.17 W, 100 %, 1235 MiB, 16384 MiB
2025/01/10 14:36:34.542, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:35.582, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:35.588, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:36.623, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:36.628, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:37.665, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:37.669, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:38.707, 34.70 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:38.710, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:39.745, 34.94 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:39.748, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:40.785, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:40.789, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:41.825, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:41.828, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:42.865, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:42.868, 27.36 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:43.906, 35.16 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:43.909, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:44.945, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:44.949, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:45.985, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:45.989, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:47.025, 34.92 W, 0 %, 1209 MiB, 16384 MiB
2025/01/10 14:36:47.028, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:48.065, 61.64 W, 100 %, 1237 MiB, 16384 MiB
2025/01/10 14:36:48.068, 27.59 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:49.103, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:49.108, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:50.146, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:50.152, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:51.187, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:51.194, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:52.232, 86.18 W, 0 %, 1263 MiB, 16384 MiB
2025/01/10 14:36:52.235, 27.33 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:53.271, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:53.274, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:54.310, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:54.314, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:55.350, 34.94 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:55.353, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:56.389, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:56.392, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:57.429, 80.25 W, 100 %, 1239 MiB, 16384 MiB
2025/01/10 14:36:57.432, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:58.468, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:58.471, 27.12 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:36:59.507, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:36:59.511, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:00.546, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:37:00.550, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:01.586, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:37:01.589, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:02.624, 35.17 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:37:02.628, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:03.664, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:37:03.667, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:04.702, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:37:04.707, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:05.741, 34.92 W, 0 %, 1211 MiB, 16384 MiB
2025/01/10 14:37:05.746, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:06.781, 35.41 W, 99 %, 1241 MiB, 16384 MiB
2025/01/10 14:37:06.785, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:07.824, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:07.827, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:08.863, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:08.866, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:09.901, 31.30 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:09.905, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:10.942, 78.08 W, 8 %, 1267 MiB, 16384 MiB
2025/01/10 14:37:10.945, 27.10 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:11.981, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:11.984, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:13.021, 34.94 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:13.025, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:14.063, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:14.066, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:15.102, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:15.105, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:16.141, 34.92 W, 1 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:16.144, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:17.180, 34.94 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:17.183, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:18.219, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:18.222, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:19.261, 34.94 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:19.264, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:20.302, 93.35 W, 100 %, 1267 MiB, 16384 MiB
2025/01/10 14:37:20.305, 27.09 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:21.342, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:21.345, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:22.382, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:22.385, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:23.423, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:23.426, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:24.463, 34.92 W, 0 %, 1215 MiB, 16384 MiB
2025/01/10 14:37:24.466, 27.11 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:25.502, 34.92 W, 0 %, 1217 MiB, 16384 MiB
2025/01/10 14:37:25.505, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:26.544, 34.92 W, 0 %, 1217 MiB, 16384 MiB
2025/01/10 14:37:26.547, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:27.585, 34.92 W, 0 %, 1217 MiB, 16384 MiB
2025/01/10 14:37:27.588, 27.35 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:28.627, 34.92 W, 0 %, 1217 MiB, 16384 MiB
2025/01/10 14:37:28.630, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:29.667, 91.47 W, 57 %, 1269 MiB, 16384 MiB
2025/01/10 14:37:29.671, 27.10 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:30.706, 34.92 W, 0 %, 1217 MiB, 16384 MiB
2025/01/10 14:37:30.710, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:31.746, 34.92 W, 0 %, 1217 MiB, 16384 MiB
2025/01/10 14:37:31.749, 27.12 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:32.786, 34.92 W, 0 %, 1217 MiB, 16384 MiB
2025/01/10 14:37:32.789, 27.37 W, 0 %, 7 MiB, 16384 MiB
2025/01/10 14:37:33.828, 34.92 W, 0 %, 1217 MiB, 16384 MiB
2025/01/10 14:37:33.831, 27.36 W, 0 %, 7 MiB, 16384 MiB
