2025/01/09 19:28:47.185, 27.52 W, 0 %, 5 MiB, 16384 MiB
2025/01/09 19:29:47.972, 36.07 W, 23 %, 631 MiB, 16384 MiB
2025/01/09 19:29:49.003, 33.87 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:50.032, 33.86 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:51.061, 34.11 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:52.090, 33.86 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:53.119, 33.62 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:54.149, 33.62 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:55.177, 33.62 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:56.207, 33.62 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:57.236, 33.62 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:58.266, 33.62 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:29:59.295, 33.62 W, 25 %, 627 MiB, 16384 MiB
2025/01/09 19:30:00.325, 33.62 W, 4 %, 627 MiB, 16384 MiB
2025/01/09 19:30:01.354, 33.87 W, 29 %, 627 MiB, 16384 MiB
2025/01/09 19:30:02.386, 58.04 W, 26 %, 719 MiB, 16384 MiB
2025/01/09 19:30:03.417, 34.10 W, 28 %, 627 MiB, 16384 MiB
2025/01/09 19:30:04.450, 79.49 W, 24 %, 843 MiB, 16384 MiB
2025/01/09 19:30:05.481, 62.18 W, 21 %, 707 MiB, 16384 MiB
2025/01/09 19:30:06.512, 39.71 W, 23 %, 627 MiB, 16384 MiB
2025/01/09 19:30:07.544, 39.01 W, 14 %, 685 MiB, 16384 MiB
2025/01/09 19:30:08.575, 36.56 W, 13 %, 643 MiB, 16384 MiB
2025/01/09 19:30:09.607, 34.10 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:10.637, 34.11 W, 11 %, 681 MiB, 16384 MiB
2025/01/09 19:30:11.667, 34.10 W, 8 %, 627 MiB, 16384 MiB
2025/01/09 19:30:12.697, 34.35 W, 19 %, 647 MiB, 16384 MiB
2025/01/09 19:30:13.728, 34.35 W, 0 %, 635 MiB, 16384 MiB
2025/01/09 19:30:14.759, 33.86 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:15.790, 33.86 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:16.820, 34.11 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:17.850, 34.11 W, 15 %, 627 MiB, 16384 MiB
2025/01/09 19:30:18.881, 34.11 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:19.911, 34.11 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:20.940, 34.11 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:21.970, 35.33 W, 9 %, 627 MiB, 16384 MiB
2025/01/09 19:30:22.999, 35.33 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:24.029, 35.33 W, 27 %, 627 MiB, 16384 MiB
2025/01/09 19:30:25.058, 35.33 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:26.087, 35.33 W, 11 %, 627 MiB, 16384 MiB
2025/01/09 19:30:27.117, 38.52 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:28.147, 40.20 W, 10 %, 665 MiB, 16384 MiB
2025/01/09 19:30:29.178, 38.76 W, 2 %, 653 MiB, 16384 MiB
2025/01/09 19:30:30.210, 62.67 W, 10 %, 715 MiB, 16384 MiB
2025/01/09 19:30:31.244, 38.52 W, 0 %, 765 MiB, 16384 MiB
2025/01/09 19:30:32.274, 39.25 W, 31 %, 627 MiB, 16384 MiB
2025/01/09 19:30:33.305, 40.94 W, 27 %, 627 MiB, 16384 MiB
2025/01/09 19:30:34.337, 38.76 W, 28 %, 627 MiB, 16384 MiB
2025/01/09 19:30:35.366, 61.98 W, 30 %, 699 MiB, 16384 MiB
2025/01/09 19:30:36.398, 42.65 W, 24 %, 667 MiB, 16384 MiB
2025/01/09 19:30:37.430, 41.92 W, 32 %, 667 MiB, 16384 MiB
2025/01/09 19:30:38.461, 38.51 W, 11 %, 627 MiB, 16384 MiB
2025/01/09 19:30:39.491, 39.47 W, 26 %, 627 MiB, 16384 MiB
2025/01/09 19:30:40.523, 54.84 W, 27 %, 683 MiB, 16384 MiB
2025/01/09 19:30:41.556, 42.17 W, 10 %, 627 MiB, 16384 MiB
2025/01/09 19:30:42.591, 44.37 W, 0 %, 695 MiB, 16384 MiB
2025/01/09 19:30:43.620, 41.18 W, 11 %, 681 MiB, 16384 MiB
2025/01/09 19:30:44.651, 39.23 W, 23 %, 627 MiB, 16384 MiB
2025/01/09 19:30:45.681, 38.51 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:46.710, 38.76 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:47.739, 38.51 W, 11 %, 627 MiB, 16384 MiB
2025/01/09 19:30:48.768, 38.51 W, 2 %, 627 MiB, 16384 MiB
2025/01/09 19:30:49.800, 48.78 W, 27 %, 667 MiB, 16384 MiB
2025/01/09 19:30:50.831, 38.51 W, 21 %, 627 MiB, 16384 MiB
2025/01/09 19:30:51.862, 38.74 W, 32 %, 789 MiB, 16384 MiB
2025/01/09 19:30:52.894, 36.80 W, 26 %, 667 MiB, 16384 MiB
2025/01/09 19:30:53.932, 34.59 W, 11 %, 687 MiB, 16384 MiB
2025/01/09 19:30:54.970, 35.10 W, 9 %, 653 MiB, 16384 MiB
2025/01/09 19:30:56.003, 34.60 W, 11 %, 627 MiB, 16384 MiB
2025/01/09 19:30:57.038, 62.89 W, 19 %, 711 MiB, 16384 MiB
2025/01/09 19:30:58.068, 38.27 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:30:59.097, 38.27 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:00.127, 38.27 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:01.155, 38.27 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:02.185, 38.51 W, 4 %, 627 MiB, 16384 MiB
2025/01/09 19:31:03.215, 38.27 W, 9 %, 627 MiB, 16384 MiB
2025/01/09 19:31:04.243, 38.27 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:05.275, 41.43 W, 7 %, 661 MiB, 16384 MiB
2025/01/09 19:31:06.308, 55.09 W, 30 %, 693 MiB, 16384 MiB
2025/01/09 19:31:07.342, 38.51 W, 1 %, 627 MiB, 16384 MiB
2025/01/09 19:31:08.375, 39.00 W, 44 %, 863 MiB, 16384 MiB
2025/01/09 19:31:09.409, 38.98 W, 26 %, 723 MiB, 16384 MiB
2025/01/09 19:31:10.444, 42.41 W, 21 %, 673 MiB, 16384 MiB
2025/01/09 19:31:11.477, 45.11 W, 0 %, 681 MiB, 16384 MiB
2025/01/09 19:31:12.508, 38.76 W, 0 %, 635 MiB, 16384 MiB
2025/01/09 19:31:13.539, 41.68 W, 22 %, 673 MiB, 16384 MiB
2025/01/09 19:31:14.569, 39.01 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:15.597, 38.76 W, 12 %, 627 MiB, 16384 MiB
2025/01/09 19:31:16.629, 39.01 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:17.658, 39.23 W, 9 %, 673 MiB, 16384 MiB
2025/01/09 19:31:18.688, 39.01 W, 13 %, 627 MiB, 16384 MiB
2025/01/09 19:31:19.719, 38.74 W, 10 %, 675 MiB, 16384 MiB
2025/01/09 19:31:20.748, 39.47 W, 23 %, 663 MiB, 16384 MiB
2025/01/09 19:31:21.782, 47.80 W, 39 %, 1031 MiB, 16384 MiB
2025/01/09 19:31:22.815, 43.39 W, 20 %, 661 MiB, 16384 MiB
2025/01/09 19:31:23.849, 47.04 W, 31 %, 675 MiB, 16384 MiB
2025/01/09 19:31:24.883, 39.22 W, 31 %, 817 MiB, 16384 MiB
2025/01/09 19:31:25.916, 56.10 W, 28 %, 681 MiB, 16384 MiB
2025/01/09 19:31:26.949, 59.73 W, 28 %, 705 MiB, 16384 MiB
2025/01/09 19:31:27.983, 65.12 W, 10 %, 713 MiB, 16384 MiB
2025/01/09 19:31:29.015, 39.74 W, 0 %, 631 MiB, 16384 MiB
2025/01/09 19:31:30.045, 56.81 W, 0 %, 681 MiB, 16384 MiB
2025/01/09 19:31:31.077, 39.01 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:32.108, 39.01 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:33.136, 39.01 W, 20 %, 627 MiB, 16384 MiB
2025/01/09 19:31:34.165, 39.25 W, 23 %, 627 MiB, 16384 MiB
2025/01/09 19:31:35.195, 39.22 W, 12 %, 627 MiB, 16384 MiB
2025/01/09 19:31:36.227, 39.22 W, 1 %, 627 MiB, 16384 MiB
2025/01/09 19:31:37.257, 39.22 W, 11 %, 627 MiB, 16384 MiB
2025/01/09 19:31:38.290, 34.84 W, 11 %, 675 MiB, 16384 MiB
2025/01/09 19:31:39.321, 34.84 W, 11 %, 681 MiB, 16384 MiB
2025/01/09 19:31:40.352, 34.84 W, 18 %, 643 MiB, 16384 MiB
2025/01/09 19:31:41.387, 35.33 W, 33 %, 635 MiB, 16384 MiB
2025/01/09 19:31:42.419, 58.28 W, 1 %, 719 MiB, 16384 MiB
2025/01/09 19:31:43.453, 56.80 W, 16 %, 719 MiB, 16384 MiB
2025/01/09 19:31:44.485, 39.01 W, 23 %, 627 MiB, 16384 MiB
2025/01/09 19:31:45.515, 38.76 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:46.544, 38.51 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:47.574, 38.76 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:48.606, 38.76 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:31:49.636, 38.76 W, 22 %, 627 MiB, 16384 MiB
2025/01/09 19:31:50.668, 62.43 W, 25 %, 701 MiB, 16384 MiB
2025/01/09 19:31:51.701, 39.22 W, 21 %, 917 MiB, 16384 MiB
2025/01/09 19:31:52.734, 40.70 W, 32 %, 627 MiB, 16384 MiB
2025/01/09 19:31:53.775, 44.37 W, 31 %, 649 MiB, 16384 MiB
2025/01/09 19:31:54.807, 39.25 W, 29 %, 627 MiB, 16384 MiB
2025/01/09 19:31:55.843, 39.71 W, 18 %, 687 MiB, 16384 MiB
2025/01/09 19:31:56.872, 39.72 W, 32 %, 627 MiB, 16384 MiB
2025/01/09 19:31:57.905, 45.60 W, 10 %, 687 MiB, 16384 MiB
2025/01/09 19:31:58.936, 44.86 W, 0 %, 679 MiB, 16384 MiB
2025/01/09 19:31:59.967, 39.50 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:00.998, 39.25 W, 10 %, 681 MiB, 16384 MiB
2025/01/09 19:32:02.028, 39.23 W, 10 %, 679 MiB, 16384 MiB
2025/01/09 19:32:03.057, 39.49 W, 11 %, 681 MiB, 16384 MiB
2025/01/09 19:32:04.087, 40.46 W, 21 %, 909 MiB, 16384 MiB
2025/01/09 19:32:05.119, 40.45 W, 26 %, 627 MiB, 16384 MiB
2025/01/09 19:32:06.151, 39.72 W, 31 %, 627 MiB, 16384 MiB
2025/01/09 19:32:07.180, 53.41 W, 30 %, 681 MiB, 16384 MiB
2025/01/09 19:32:08.211, 81.92 W, 42 %, 989 MiB, 16384 MiB
2025/01/09 19:32:09.242, 39.96 W, 22 %, 647 MiB, 16384 MiB
2025/01/09 19:32:10.276, 48.02 W, 1 %, 683 MiB, 16384 MiB
2025/01/09 19:32:11.307, 61.24 W, 0 %, 705 MiB, 16384 MiB
2025/01/09 19:32:12.336, 39.25 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:13.365, 39.25 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:14.394, 39.50 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:15.422, 39.50 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:16.453, 39.25 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:17.483, 39.47 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:18.514, 39.25 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:19.546, 39.47 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:20.576, 39.47 W, 10 %, 665 MiB, 16384 MiB
2025/01/09 19:32:21.609, 39.71 W, 13 %, 627 MiB, 16384 MiB
2025/01/09 19:32:22.640, 45.84 W, 12 %, 689 MiB, 16384 MiB
2025/01/09 19:32:23.673, 34.84 W, 5 %, 659 MiB, 16384 MiB
2025/01/09 19:32:24.707, 36.07 W, 30 %, 627 MiB, 16384 MiB
2025/01/09 19:32:25.738, 35.33 W, 11 %, 679 MiB, 16384 MiB
2025/01/09 19:32:26.770, 34.84 W, 1 %, 627 MiB, 16384 MiB
2025/01/09 19:32:27.803, 34.84 W, 23 %, 711 MiB, 16384 MiB
2025/01/09 19:32:28.834, 65.08 W, 14 %, 731 MiB, 16384 MiB
2025/01/09 19:32:29.869, 71.24 W, 15 %, 731 MiB, 16384 MiB
2025/01/09 19:32:30.897, 41.67 W, 0 %, 675 MiB, 16384 MiB
2025/01/09 19:32:31.928, 39.50 W, 14 %, 627 MiB, 16384 MiB
2025/01/09 19:32:32.960, 45.60 W, 100 %, 1353 MiB, 16384 MiB
2025/01/09 19:32:33.996, 43.88 W, 25 %, 681 MiB, 16384 MiB
2025/01/09 19:32:35.030, 40.21 W, 0 %, 635 MiB, 16384 MiB
2025/01/09 19:32:36.062, 43.88 W, 0 %, 681 MiB, 16384 MiB
2025/01/09 19:32:37.095, 64.88 W, 0 %, 703 MiB, 16384 MiB
2025/01/09 19:32:38.126, 39.47 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:39.156, 39.50 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:40.187, 40.69 W, 6 %, 627 MiB, 16384 MiB
2025/01/09 19:32:41.217, 39.74 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:42.246, 39.50 W, 23 %, 627 MiB, 16384 MiB
2025/01/09 19:32:43.276, 39.74 W, 32 %, 627 MiB, 16384 MiB
2025/01/09 19:32:44.305, 39.50 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:32:45.336, 41.46 W, 12 %, 627 MiB, 16384 MiB
2025/01/09 19:32:46.368, 40.45 W, 38 %, 931 MiB, 16384 MiB
2025/01/09 19:32:47.403, 40.69 W, 29 %, 651 MiB, 16384 MiB
2025/01/09 19:32:48.433, 39.72 W, 31 %, 627 MiB, 16384 MiB
2025/01/09 19:32:49.464, 39.71 W, 8 %, 627 MiB, 16384 MiB
2025/01/09 19:32:50.496, 57.32 W, 1 %, 681 MiB, 16384 MiB
2025/01/09 19:32:51.527, 39.72 W, 11 %, 627 MiB, 16384 MiB
2025/01/09 19:32:52.556, 40.97 W, 22 %, 627 MiB, 16384 MiB
2025/01/09 19:32:53.586, 39.74 W, 17 %, 627 MiB, 16384 MiB
2025/01/09 19:32:54.616, 54.39 W, 23 %, 981 MiB, 16384 MiB
2025/01/09 19:32:55.651, 41.43 W, 25 %, 639 MiB, 16384 MiB
2025/01/09 19:32:56.682, 40.20 W, 27 %, 659 MiB, 16384 MiB
2025/01/09 19:32:57.713, 39.96 W, 33 %, 759 MiB, 16384 MiB
2025/01/09 19:32:58.744, 44.61 W, 0 %, 681 MiB, 16384 MiB
2025/01/09 19:32:59.775, 39.72 W, 6 %, 1123 MiB, 16384 MiB
2025/01/09 19:33:00.809, 39.96 W, 27 %, 627 MiB, 16384 MiB
2025/01/09 19:33:01.842, 40.45 W, 27 %, 631 MiB, 16384 MiB
2025/01/09 19:33:02.873, 40.94 W, 55 %, 967 MiB, 16384 MiB
2025/01/09 19:33:03.908, 48.53 W, 33 %, 681 MiB, 16384 MiB
2025/01/09 19:33:04.940, 42.90 W, 12 %, 627 MiB, 16384 MiB
2025/01/09 19:33:05.972, 63.16 W, 0 %, 681 MiB, 16384 MiB
2025/01/09 19:33:07.006, 40.45 W, 0 %, 663 MiB, 16384 MiB
2025/01/09 19:33:08.036, 39.72 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:09.066, 35.09 W, 7 %, 635 MiB, 16384 MiB
2025/01/09 19:33:10.098, 36.31 W, 10 %, 653 MiB, 16384 MiB
2025/01/09 19:33:11.130, 39.26 W, 0 %, 919 MiB, 16384 MiB
2025/01/09 19:33:12.163, 39.72 W, 1 %, 639 MiB, 16384 MiB
2025/01/09 19:33:13.194, 40.21 W, 31 %, 631 MiB, 16384 MiB
2025/01/09 19:33:14.224, 67.04 W, 0 %, 713 MiB, 16384 MiB
2025/01/09 19:33:15.254, 39.47 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:16.282, 39.50 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:17.312, 39.99 W, 15 %, 627 MiB, 16384 MiB
2025/01/09 19:33:18.340, 39.74 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:19.369, 39.74 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:20.399, 39.74 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:21.428, 39.98 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:22.458, 39.96 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:23.490, 39.72 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:24.519, 39.96 W, 16 %, 627 MiB, 16384 MiB
2025/01/09 19:33:25.551, 42.16 W, 18 %, 699 MiB, 16384 MiB
2025/01/09 19:33:26.584, 40.23 W, 1 %, 627 MiB, 16384 MiB
2025/01/09 19:33:27.613, 40.72 W, 82 %, 1213 MiB, 16384 MiB
2025/01/09 19:33:28.649, 52.18 W, 0 %, 681 MiB, 16384 MiB
2025/01/09 19:33:29.680, 40.21 W, 13 %, 1237 MiB, 16384 MiB
2025/01/09 19:33:30.713, 55.82 W, 32 %, 683 MiB, 16384 MiB
2025/01/09 19:33:31.749, 56.10 W, 15 %, 697 MiB, 16384 MiB
2025/01/09 19:33:32.780, 40.21 W, 10 %, 655 MiB, 16384 MiB
2025/01/09 19:33:33.809, 40.23 W, 26 %, 1001 MiB, 16384 MiB
2025/01/09 19:33:34.841, 39.99 W, 8 %, 627 MiB, 16384 MiB
2025/01/09 19:33:35.871, 39.96 W, 11 %, 627 MiB, 16384 MiB
2025/01/09 19:33:36.902, 41.67 W, 25 %, 699 MiB, 16384 MiB
2025/01/09 19:33:37.930, 40.23 W, 1 %, 627 MiB, 16384 MiB
2025/01/09 19:33:38.962, 41.68 W, 22 %, 703 MiB, 16384 MiB
2025/01/09 19:33:39.990, 83.40 W, 18 %, 1221 MiB, 16384 MiB
2025/01/09 19:33:41.021, 40.47 W, 23 %, 659 MiB, 16384 MiB
2025/01/09 19:33:42.050, 40.23 W, 28 %, 627 MiB, 16384 MiB
2025/01/09 19:33:43.080, 40.97 W, 26 %, 627 MiB, 16384 MiB
2025/01/09 19:33:44.109, 49.76 W, 0 %, 681 MiB, 16384 MiB
2025/01/09 19:33:45.139, 39.99 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:46.168, 40.23 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:47.199, 40.23 W, 8 %, 627 MiB, 16384 MiB
2025/01/09 19:33:48.228, 40.23 W, 21 %, 627 MiB, 16384 MiB
2025/01/09 19:33:49.258, 40.21 W, 43 %, 841 MiB, 16384 MiB
2025/01/09 19:33:50.288, 40.70 W, 30 %, 627 MiB, 16384 MiB
2025/01/09 19:33:51.319, 51.20 W, 21 %, 673 MiB, 16384 MiB
2025/01/09 19:33:52.349, 40.23 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:53.378, 39.99 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:54.406, 40.23 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:33:55.436, 40.21 W, 45 %, 805 MiB, 16384 MiB
2025/01/09 19:33:56.467, 42.66 W, 17 %, 627 MiB, 16384 MiB
2025/01/09 19:33:57.498, 48.02 W, 26 %, 651 MiB, 16384 MiB
2025/01/09 19:33:58.527, 43.64 W, 16 %, 635 MiB, 16384 MiB
2025/01/09 19:33:59.557, 40.20 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:34:00.586, 40.23 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:34:01.615, 40.94 W, 18 %, 627 MiB, 16384 MiB
2025/01/09 19:34:02.645, 40.94 W, 18 %, 627 MiB, 16384 MiB
2025/01/09 19:34:03.677, 40.45 W, 11 %, 627 MiB, 16384 MiB
2025/01/09 19:34:04.706, 76.54 W, 65 %, 1107 MiB, 16384 MiB
2025/01/09 19:34:05.737, 40.24 W, 0 %, 979 MiB, 16384 MiB
2025/01/09 19:34:06.766, 40.94 W, 23 %, 639 MiB, 16384 MiB
2025/01/09 19:34:07.793, 40.46 W, 17 %, 627 MiB, 16384 MiB
2025/01/09 19:34:08.821, 40.48 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:34:09.852, 40.46 W, 5 %, 627 MiB, 16384 MiB
2025/01/09 19:34:10.881, 86.08 W, 35 %, 1299 MiB, 16384 MiB
2025/01/09 19:34:11.912, 66.63 W, 8 %, 703 MiB, 16384 MiB
2025/01/09 19:34:12.941, 40.48 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:34:13.971, 40.48 W, 12 %, 627 MiB, 16384 MiB
2025/01/09 19:34:15.001, 45.84 W, 4 %, 675 MiB, 16384 MiB
2025/01/09 19:34:16.030, 79.48 W, 20 %, 1045 MiB, 16384 MiB
2025/01/09 19:34:17.060, 41.19 W, 22 %, 627 MiB, 16384 MiB
2025/01/09 19:34:18.088, 46.58 W, 17 %, 699 MiB, 16384 MiB
2025/01/09 19:34:19.118, 40.48 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:34:20.148, 40.48 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:34:21.176, 40.46 W, 10 %, 627 MiB, 16384 MiB
2025/01/09 19:34:22.205, 40.46 W, 17 %, 627 MiB, 16384 MiB
2025/01/09 19:34:23.234, 40.46 W, 19 %, 627 MiB, 16384 MiB
2025/01/09 19:34:24.263, 40.94 W, 27 %, 627 MiB, 16384 MiB
2025/01/09 19:34:25.293, 40.45 W, 29 %, 727 MiB, 16384 MiB
2025/01/09 19:34:26.322, 40.45 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:34:27.350, 40.45 W, 0 %, 627 MiB, 16384 MiB
2025/01/09 19:34:28.381, 40.45 W, 3 %, 759 MiB, 16384 MiB
