2025/01/07 22:12:43.178, 28.00 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:44.210, 27.76 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:45.241, 27.76 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:46.270, 27.76 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:47.303, 27.76 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:48.333, 27.76 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:49.363, 27.74 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:50.397, 27.74 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:51.432, 27.76 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:52.467, 27.74 W, 0 %, 5 MiB, 16384 MiB
2025/01/07 22:12:53.500, 33.37 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:12:54.529, 33.62 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:12:55.559, 33.62 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:12:56.589, 33.62 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:12:57.618, 33.62 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:12:58.648, 33.62 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:12:59.678, 33.86 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:00.711, 33.61 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:01.739, 33.86 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:02.767, 33.86 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:03.797, 33.86 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:04.826, 33.86 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:05.855, 33.86 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:06.886, 33.86 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:07.916, 33.86 W, 0 %, 263 MiB, 16384 MiB
2025/01/07 22:13:08.948, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:09.977, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:11.007, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:12.037, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:13.066, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:14.096, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:15.125, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:16.154, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:17.183, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:18.213, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:19.243, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:20.273, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:21.302, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:22.332, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:23.362, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:24.393, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:25.423, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:26.452, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:27.482, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:28.511, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:29.541, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:30.570, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:31.600, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:32.630, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:33.660, 33.86 W, 0 %, 287 MiB, 16384 MiB
2025/01/07 22:13:34.692, 33.86 W, 0 %, 287 MiB, 16384 MiB
